data_hora,valor
2022-02-14 00:00:00,-38.5438
2022-02-14 00:01:00,-39.259
2022-02-14 00:02:00,-38.9971
2022-02-14 00:03:00,-39.2736
2022-02-14 00:04:00,-38.6516
2022-02-14 00:05:00,-38.254
2022-02-14 00:06:00,-38.6055
2022-02-14 00:07:00,-38.1367
2022-02-14 00:08:00,-39.6965
2022-02-14 00:09:00,-39.3094
2022-02-14 00:10:00,-38.5529
2022-02-14 00:11:00,-39.393
2022-02-14 00:12:00,-39.7539
2022-02-14 00:13:00,-39.6099
2022-02-14 00:14:00,-38.1713
2022-02-14 00:15:00,-39.9883
2022-02-14 00:16:00,-39.9773
2022-02-14 00:17:00,-39.1986
2022-02-14 00:18:00,-39.1374
2022-02-14 00:19:00,-38.0945
2022-02-14 00:20:00,-39.382
2022-02-14 00:21:00,-39.4314
2022-02-14 00:22:00,-39.9865
2022-02-14 00:23:00,-39.512
2022-02-14 00:24:00,-38.6586
2022-02-14 00:25:00,-38.6364
2022-02-14 00:26:00,-38.1203
2022-02-14 00:27:00,-39.9691
2022-02-14 00:28:00,-38.3186
2022-02-14 00:29:00,-38.4171
2022-02-14 00:30:00,-38.1303
2022-02-14 00:31:00,-38.3835
2022-02-14 00:32:00,-38.5927
2022-02-14 00:33:00,-39.5316
2022-02-14 00:34:00,-38.3625
2022-02-14 00:35:00,-39.4886
2022-02-14 00:36:00,-38.3226
2022-02-14 00:37:00,-38.6293
2022-02-14 00:38:00,-38.3368
2022-02-14 00:39:00,-39.4002
2022-02-14 00:40:00,-38.9407
2022-02-14 00:41:00,-38.6376
2022-02-14 00:42:00,-38.6928
2022-02-14 00:43:00,-39.0996
2022-02-14 00:44:00,-38.57
2022-02-14 00:45:00,-39.2223
2022-02-14 00:46:00,-39.051
2022-02-14 00:47:00,-38.7022
2022-02-14 00:48:00,-38.8398
2022-02-14 00:49:00,-39.826
2022-02-14 00:50:00,-39.8102
2022-02-14 00:51:00,-38.071
2022-02-14 00:52:00,-39.4223
2022-02-14 00:53:00,-39.9549
2022-02-14 00:54:00,-39.6522
2022-02-14 00:55:00,-39.3926
2022-02-14 00:56:00,-39.9248
2022-02-14 00:57:00,-38.8623
2022-02-14 00:58:00,-39.708
2022-02-14 00:59:00,-38.2556
2022-02-14 01:00:00,-38.8549
2022-02-14 01:01:00,-39.7091
2022-02-14 01:02:00,-38.8369
2022-02-14 01:03:00,-38.1875
2022-02-14 01:04:00,-39.046
2022-02-14 01:05:00,-38.7595
2022-02-14 01:06:00,-38.6365
2022-02-14 01:07:00,-39.99
2022-02-14 01:08:00,-38.6849
2022-02-14 01:09:00,-39.5415
2022-02-14 01:10:00,-39.1614
2022-02-14 01:11:00,-38.8814
2022-02-14 01:12:00,-38.6193
2022-02-14 01:13:00,-38.9028
2022-02-14 01:14:00,-38.9697
2022-02-14 01:15:00,-38.7172
2022-02-14 01:16:00,-38.1032
2022-02-14 01:17:00,-38.1759
2022-02-14 01:18:00,-39.1051
2022-02-14 01:19:00,-38.7632
2022-02-14 01:20:00,-39.9553
2022-02-14 01:21:00,-38.9904
2022-02-14 01:22:00,-38.4065
2022-02-14 01:23:00,-38.5595
2022-02-14 01:24:00,-39.1197
2022-02-14 01:25:00,-39.903
2022-02-14 01:26:00,-39.7945
2022-02-14 01:27:00,-38.47
2022-02-14 01:28:00,-38.5549
2022-02-14 01:29:00,-39.8057
2022-02-14 01:30:00,-38.7947
2022-02-14 01:31:00,-39.051
2022-02-14 01:32:00,-39.9775
2022-02-14 01:33:00,-38.5659
2022-02-14 01:34:00,-38.6479
2022-02-14 01:35:00,-39.2125
2022-02-14 01:36:00,-38.9233
2022-02-14 01:37:00,-38.0736
2022-02-14 01:38:00,-38.9694
2022-02-14 01:39:00,-39.6889
2022-02-14 01:40:00,-39.1353
2022-02-14 01:41:00,-39.7635
2022-02-14 01:42:00,-38.5797
2022-02-14 01:43:00,-38.5917
2022-02-14 01:44:00,-38.3022
2022-02-14 01:45:00,-39.06
2022-02-14 01:46:00,-39.4745
2022-02-14 01:47:00,-38.8849
2022-02-14 01:48:00,-38.3886
2022-02-14 01:49:00,-39.5819
2022-02-14 01:50:00,-39.9017
2022-02-14 01:51:00,-39.7974
2022-02-14 01:52:00,-39.8826
2022-02-14 01:53:00,-38.3984
2022-02-14 01:54:00,-38.2154
2022-02-14 01:55:00,-39.6965
2022-02-14 01:56:00,-39.6704
2022-02-14 01:57:00,-39.5559
2022-02-14 01:58:00,-38.8751
2022-02-14 01:59:00,-39.8545
2022-02-14 02:00:00,-39.9939
2022-02-14 02:01:00,-38.7282
2022-02-14 02:02:00,-38.4237
2022-02-14 02:03:00,-38.4239
2022-02-14 02:04:00,-38.5646
2022-02-14 02:05:00,-39.7803
2022-02-14 02:06:00,-38.5857
2022-02-14 02:07:00,-38.1087
2022-02-14 02:08:00,-39.2315
2022-02-14 02:09:00,-39.9861
2022-02-14 02:10:00,-39.3865
2022-02-14 02:11:00,-38.6328
2022-02-14 02:12:00,-38.8684
2022-02-14 02:13:00,-39.8623
2022-02-14 02:14:00,-39.3248
2022-02-14 02:15:00,-39.999
2022-02-14 02:16:00,-38.519
2022-02-14 02:17:00,-39.1587
2022-02-14 02:18:00,-39.1274
2022-02-14 02:19:00,-39.3096
2022-02-14 02:20:00,-38.1319
2022-02-14 02:21:00,-39.2454
2022-02-14 02:22:00,-38.2484
2022-02-14 02:23:00,-38.0894
2022-02-14 02:24:00,-39.6858
2022-02-14 02:25:00,-39.1772
2022-02-14 02:26:00,-39.6452
2022-02-14 02:27:00,-38.1719
2022-02-14 02:28:00,-39.2063
2022-02-14 02:29:00,-38.5335
2022-02-14 02:30:00,-38.0463
2022-02-14 02:31:00,-39.8965
2022-02-14 02:32:00,-39.6459
2022-02-14 02:33:00,-38.8762
2022-02-14 02:34:00,-39.7287
2022-02-14 02:35:00,-39.52
2022-02-14 02:36:00,-39.2077
2022-02-14 02:37:00,-38.0529
2022-02-14 02:38:00,-38.3255
2022-02-14 02:39:00,-39.09
2022-02-14 02:40:00,-39.3833
2022-02-14 02:41:00,-39.1655
2022-02-14 02:42:00,-38.115
2022-02-14 02:43:00,-38.1527
2022-02-14 02:44:00,-38.2995
2022-02-14 02:45:00,-38.5077
2022-02-14 02:46:00,-39.4939
2022-02-14 02:47:00,-39.695
2022-02-14 02:48:00,-39.6288
2022-02-14 02:49:00,-38.907
2022-02-14 02:50:00,-38.0548
2022-02-14 02:51:00,-39.8877
2022-02-14 02:52:00,-38.7249
2022-02-14 02:53:00,-39.1974
2022-02-14 02:54:00,-39.1613
2022-02-14 02:55:00,-39.309
2022-02-14 02:56:00,-39.0552
2022-02-14 02:57:00,-38.7248
2022-02-14 02:58:00,-39.0221
2022-02-14 02:59:00,-39.1929
2022-02-14 03:00:00,-39.3887
2022-02-14 03:01:00,-38.2883
2022-02-14 03:02:00,-38.5909
2022-02-14 03:03:00,-39.5847
2022-02-14 03:04:00,-38.0371
2022-02-14 03:05:00,-38.0535
2022-02-14 03:06:00,-38.3569
2022-02-14 03:07:00,-38.4034
2022-02-14 03:08:00,-39.3458
2022-02-14 03:09:00,-38.3725
2022-02-14 03:10:00,-39.5474
2022-02-14 03:11:00,-39.5903
2022-02-14 03:12:00,-38.1648
2022-02-14 03:13:00,-39.1424
2022-02-14 03:14:00,-38.8927
2022-02-14 03:15:00,-39.6656
2022-02-14 03:16:00,-39.4673
2022-02-14 03:17:00,-38.496
2022-02-14 03:18:00,-38.9969
2022-02-14 03:19:00,-39.0006
2022-02-14 03:20:00,-38.1099
2022-02-14 03:21:00,-39.2418
2022-02-14 03:22:00,-39.9381
2022-02-14 03:23:00,-38.1091
2022-02-14 03:24:00,-38.9721
2022-02-14 03:25:00,-39.992
2022-02-14 03:26:00,-38.5465
2022-02-14 03:27:00,-38.6099
2022-02-14 03:28:00,-38.8608
2022-02-14 03:29:00,-39.9336
2022-02-14 03:30:00,-38.4141
2022-02-14 03:31:00,-38.9308
2022-02-14 03:32:00,-38.9837
2022-02-14 03:33:00,-38.4719
2022-02-14 03:34:00,-39.3516
2022-02-14 03:35:00,-39.2419
2022-02-14 03:36:00,-38.1746
2022-02-14 03:37:00,-38.4439
2022-02-14 03:38:00,-38.4437
2022-02-14 03:39:00,-38.3665
2022-02-14 03:40:00,-39.9982
2022-02-14 03:41:00,-38.4257
2022-02-14 03:42:00,-38.4886
2022-02-14 03:43:00,-38.5626
2022-02-14 03:44:00,-39.222
2022-02-14 03:45:00,-38.2973
2022-02-14 03:46:00,-38.8907
2022-02-14 03:47:00,-38.7084
2022-02-14 03:48:00,-39.8693
2022-02-14 03:49:00,-39.5167
2022-02-14 03:50:00,-39.5899
2022-02-14 03:51:00,-39.6589
2022-02-14 03:52:00,-39.3718
2022-02-14 03:53:00,-39.4635
2022-02-14 03:54:00,-39.8859
2022-02-14 03:55:00,-39.0569
2022-02-14 03:56:00,-38.7043
2022-02-14 03:57:00,-39.4545
2022-02-14 03:58:00,-38.0197
2022-02-14 03:59:00,-39.9204
2022-02-14 04:00:00,-39.907
2022-02-14 04:01:00,-39.3446
2022-02-14 04:02:00,-39.8518
2022-02-14 04:03:00,-39.6307
2022-02-14 04:04:00,-38.5846
2022-02-14 04:05:00,-38.1152
2022-02-14 04:06:00,-38.215
